YEAR,STATE,SMOKE_EVERYDAY,SMOKE_SOME_DAYS,FORMER_SMOKER,NEVER_SMOKED,LOCATION_1
2010,South Carolina,0.14,0.07,0.24100000000000002,0.5489999999999999,"South Carolina
(33.99855000018255, -81.0452500001872)"
2006,Delaware,0.16699999999999998,0.051,0.273,0.509,"Delaware
(39.00883000020451, -75.57774000040052)"
2002,Indiana,0.23,0.047,0.233,0.491,"Indiana
(39.76690999989677, -86.14996000035359)"
2003,Mississippi,0.19699999999999998,0.057999999999999996,0.207,0.5379999999999999,"Mississippi
(32.7455100000866, -89.53803000008429)"
1995,South Dakota,0.198,0.019,0.24,0.542,"South Dakota
(44.353130000049646, -100.37353000040906)"
1996,Mississippi,0.19699999999999998,0.035,0.21100000000000002,0.557,"Mississippi
(32.7455100000866, -89.53803000008429)"
1998,Utah,0.105,0.037000000000000005,0.187,0.6709999999999999,"Utah
(39.36070000030492, -111.58712999994941)"
2003,Tennessee,0.21100000000000002,0.045,0.18899999999999997,0.5539999999999999,"Tennessee
(35.68094000038087, -85.77449000011325)"
2009,Illinois,0.12,0.066,0.231,0.583,"Illinois
(40.485010000411364, -88.99770999971656)"
1998,Nebraska,0.174,0.046,0.244,0.535,"Nebraska
(41.6410400000961, -99.36572999973953)"
2005,Oregon,0.134,0.051,0.27399999999999997,0.54,"Oregon
(44.567449999917756, -120.15502999983448)"
1999,Arizona,0.179,0.022000000000000002,0.17800000000000002,0.621,"Arizona
(34.86596999961597, -111.76380999973156)"
1998,Wisconsin,0.187,0.047,0.294,0.47200000000000003,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2009,Vermont,0.125,0.046,0.316,0.513,"Vermont
(43.625379999687425, -72.51764000028561)"
2003,Wisconsin,0.17300000000000001,0.047,0.273,0.507,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2010,Oregon,0.11,0.040999999999999995,0.282,0.5670000000000001,"Oregon
(44.567449999917756, -120.15502999983448)"
2003,Arkansas,0.205,0.042,0.254,0.498,"Arkansas
(34.748649999697875, -92.27448999971358)"
2001,Idaho,0.152,0.044000000000000004,0.244,0.56,"Idaho
(43.682590000228515, -114.36368000023168)"
2006,North Carolina,0.17,0.051,0.24100000000000002,0.539,"North Carolina
(35.46624999963797, -79.1593199999179)"
2004,Ohio,0.20800000000000002,0.05,0.221,0.52,"Ohio
(40.06020999969189, -82.40426000019869)"
1997,Florida,0.198,0.038,0.264,0.5,"Florida
(28.932039999846268, -81.9289599999039)"
1997,Wisconsin,0.19699999999999998,0.035,0.253,0.515,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2003,Florida,0.174,0.065,0.268,0.493,"Florida
(28.932039999846268, -81.9289599999039)"
2009,Arizona,0.11,0.051,0.26,0.578,"Arizona
(34.86596999961597, -111.76380999973156)"
2003,Minnesota,0.159,0.052000000000000005,0.28300000000000003,0.506,"Minnesota
(46.3556499998478, -94.79419999982997)"
2005,Kansas,0.136,0.042,0.244,0.578,"Kansas
(38.34774000000118, -98.20077999969709)"
2004,Colorado,0.138,0.062,0.244,0.556,"Colorado
(38.842890000173554, -106.13314000041055)"
1999,Missouri,0.22699999999999998,0.043,0.247,0.48200000000000004,"Missouri
(38.63578999960896, -92.5663000000448)"
2008,Colorado,0.12300000000000001,0.054000000000000006,0.249,0.575,"Colorado
(38.842890000173554, -106.13314000041055)"
1998,Connecticut,0.153,0.055999999999999994,0.282,0.509,"Connecticut
(41.56265999995918, -72.6498400002157)"
1996,California,0.13,0.055999999999999994,0.25,0.564,"California
(37.638300000444815, -120.99958999997835)"
2006,Iowa,0.171,0.043,0.237,0.5479999999999999,"Iowa
(42.469390000048634, -93.81649000001335)"
2009,North Carolina,0.14400000000000002,0.059000000000000004,0.262,0.535,"North Carolina
(35.46624999963797, -79.1593199999179)"
2010,New Hampshire,0.124,0.045,0.307,0.524,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2005,New Hampshire,0.154,0.05,0.295,0.501,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2005,Hawaii,0.121,0.049,0.262,0.568,"Hawaii
(21.304850000427336, -157.85774999956269)"
2005,Nebraska,0.161,0.052000000000000005,0.22699999999999998,0.561,"Nebraska
(41.6410400000961, -99.36572999973953)"
2002,Kansas,0.17600000000000002,0.045,0.243,0.536,"Kansas
(38.34774000000118, -98.20077999969709)"
1995,West Virginia,0.237,0.019,0.233,0.511,"West Virginia
(38.66550999958696, -80.71263999973604)"
2004,Georgia,0.15,0.05,0.209,0.591,"Georgia
(32.83967999993223, -83.62758000031658)"
2007,Utah,0.083,0.034,0.158,0.725,"Utah
(39.36070000030492, -111.58712999994941)"
2009,Kentucky,0.20600000000000002,0.05,0.253,0.491,"Kentucky
(37.645969999815804, -84.77496999996538)"
1997,Maine,0.198,0.028999999999999998,0.31,0.46299999999999997,"Maine
(45.25423000041434, -68.9850299999344)"
2006,Colorado,0.12300000000000001,0.055999999999999994,0.245,0.5760000000000001,"Colorado
(38.842890000173554, -106.13314000041055)"
2008,New Hampshire,0.128,0.042,0.311,0.519,"New Hampshire
(43.65595000019255, -71.50036000041354)"
1998,Oklahoma,0.20199999999999999,0.036000000000000004,0.196,0.565,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2000,Mississippi,0.188,0.047,0.205,0.56,"Mississippi
(32.7455100000866, -89.53803000008429)"
2007,New Mexico,0.131,0.076,0.248,0.544,"New Mexico
(34.52088000011207, -106.24057999976702)"
2009,Minnesota,0.113,0.055,0.264,0.568,"Minnesota
(46.3556499998478, -94.79419999982997)"
2004,North Carolina,0.17600000000000002,0.055,0.212,0.556,"North Carolina
(35.46624999963797, -79.1593199999179)"
2010,Delaware,0.128,0.045,0.268,0.56,"Delaware
(39.00883000020451, -75.57774000040052)"
2003,Idaho,0.15,0.04,0.235,0.5760000000000001,"Idaho
(43.682590000228515, -114.36368000023168)"
1998,Washington,0.16899999999999998,0.045,0.276,0.511,"Washington
(47.522280000022135, -120.47001000026114)"
2004,Utah,0.078,0.027000000000000003,0.158,0.738,"Utah
(39.36070000030492, -111.58712999994941)"
2007,Kentucky,0.235,0.047,0.239,0.479,"Kentucky
(37.645969999815804, -84.77496999996538)"
1995,Massachusetts,0.188,0.027999999999999997,0.3,0.484,"Massachusetts
(42.27687000005062, -72.08269000004333)"
2009,Delaware,0.133,0.05,0.284,0.534,"Delaware
(39.00883000020451, -75.57774000040052)"
2000,Alaska,0.18600000000000003,0.064,0.281,0.46799999999999997,"Alaska
(64.84507999974238, -147.72205999986895)"
2001,Louisiana,0.19,0.055999999999999994,0.19899999999999998,0.5539999999999999,"Louisiana
(31.31265999975932, -92.44567999993188)"
2008,Kentucky,0.205,0.047,0.253,0.495,"Kentucky
(37.645969999815804, -84.77496999996538)"
1996,West Virginia,0.239,0.027999999999999997,0.22899999999999998,0.505,"West Virginia
(38.66550999958696, -80.71263999973604)"
2010,Hawaii,0.107,0.038,0.253,0.602,"Hawaii
(21.304850000427336, -157.85774999956269)"
2001,Minnesota,0.16899999999999998,0.053,0.28300000000000003,0.495,"Minnesota
(46.3556499998478, -94.79419999982997)"
2000,North Dakota,0.175,0.057999999999999996,0.23399999999999999,0.534,"North Dakota
(47.475320000018144, -100.11841999998285)"
1999,Florida,0.163,0.043,0.268,0.526,"Florida
(28.932039999846268, -81.9289599999039)"
2001,Oklahoma,0.231,0.055999999999999994,0.218,0.495,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2000,Virginia,0.161,0.053,0.233,0.5529999999999999,"Virginia
(37.54268000028196, -78.45789000012326)"
1998,Montana,0.185,0.028999999999999998,0.267,0.518,"Montana
(47.06653000015956, -109.42441999998289)"
1997,Oregon,0.162,0.045,0.304,0.489,"Oregon
(44.567449999917756, -120.15502999983448)"
2004,New Mexico,0.132,0.071,0.24100000000000002,0.556,"New Mexico
(34.52088000011207, -106.24057999976702)"
2002,Maryland,0.163,0.055999999999999994,0.237,0.544,"Maryland
(39.29057999976732, -76.6092600004485)"
2000,Utah,0.096,0.033,0.184,0.688,"Utah
(39.36070000030492, -111.58712999994941)"
2008,New York,0.11800000000000001,0.05,0.254,0.578,"New York
(42.82699999955048, -75.54396999981549)"
2002,New Jersey,0.14,0.05,0.26,0.55,"New Jersey
(40.13056999960594, -74.2736899996936)"
2004,New Hampshire,0.165,0.051,0.285,0.498,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2009,Pennsylvania,0.151,0.051,0.26,0.537,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
1997,Hawaii,0.14300000000000002,0.044000000000000004,0.264,0.5489999999999999,"Hawaii
(21.304850000427336, -157.85774999956269)"
2003,Washington,0.146,0.05,0.262,0.542,"Washington
(47.522280000022135, -120.47001000026114)"
1999,South Dakota,0.17600000000000002,0.048,0.251,0.524,"South Dakota
(44.353130000049646, -100.37353000040906)"
2006,Tennessee,0.184,0.040999999999999995,0.235,0.539,"Tennessee
(35.68094000038087, -85.77449000011325)"
2000,Wisconsin,0.18100000000000002,0.06,0.271,0.488,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2008,Louisiana,0.16,0.045,0.19899999999999998,0.597,"Louisiana
(31.31265999975932, -92.44567999993188)"
1998,Arizona,0.198,0.021,0.17300000000000001,0.609,"Arizona
(34.86596999961597, -111.76380999973156)"
1997,Massachusetts,0.16399999999999998,0.040999999999999995,0.297,0.498,"Massachusetts
(42.27687000005062, -72.08269000004333)"
1999,Kansas,0.18100000000000002,0.03,0.225,0.564,"Kansas
(38.34774000000118, -98.20077999969709)"
1996,Vermont,0.18899999999999997,0.052000000000000005,0.292,0.467,"Vermont
(43.625379999687425, -72.51764000028561)"
2006,Kansas,0.152,0.048,0.24100000000000002,0.5589999999999999,"Kansas
(38.34774000000118, -98.20077999969709)"
2002,West Virginia,0.23800000000000002,0.047,0.242,0.474,"West Virginia
(38.66550999958696, -80.71263999973604)"
2005,Arizona,0.13699999999999998,0.066,0.255,0.5429999999999999,"Arizona
(34.86596999961597, -111.76380999973156)"
2008,Kansas,0.132,0.047,0.23199999999999998,0.59,"Kansas
(38.34774000000118, -98.20077999969709)"
2003,Rhode Island,0.172,0.051,0.29100000000000004,0.485,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2000,Indiana,0.22399999999999998,0.046,0.226,0.505,"Indiana
(39.76690999989677, -86.14996000035359)"
2000,Connecticut,0.153,0.046,0.278,0.523,"Connecticut
(41.56265999995918, -72.6498400002157)"
2003,Georgia,0.165,0.062,0.217,0.556,"Georgia
(32.83967999993223, -83.62758000031658)"
1995,Maryland,0.18,0.031,0.20600000000000002,0.583,"Maryland
(39.29057999976732, -76.6092600004485)"
2004,Wyoming,0.165,0.052000000000000005,0.249,0.534,"Wyoming
(43.23553999957147, -108.10982999975454)"
1999,Kentucky,0.256,0.042,0.23199999999999998,0.47100000000000003,"Kentucky
(37.645969999815804, -84.77496999996538)"
1999,Hawaii,0.14400000000000002,0.040999999999999995,0.22899999999999998,0.586,"Hawaii
(21.304850000427336, -157.85774999956269)"
2008,Idaho,0.125,0.044000000000000004,0.21899999999999997,0.612,"Idaho
(43.682590000228515, -114.36368000023168)"
2009,Missouri,0.183,0.048,0.248,0.521,"Missouri
(38.63578999960896, -92.5663000000448)"
2006,Missouri,0.18600000000000003,0.046,0.268,0.5,"Missouri
(38.63578999960896, -92.5663000000448)"
2008,Maine,0.14,0.040999999999999995,0.317,0.501,"Maine
(45.25423000041434, -68.9850299999344)"
2009,District of Columbia,0.091,0.062,0.242,0.606,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2010,Texas,0.105,0.053,0.213,0.629,"Texas
(31.82724000022597, -99.42676999973554)"
2007,Idaho,0.145,0.046,0.226,0.583,"Idaho
(43.682590000228515, -114.36368000023168)"
1996,Michigan,0.21,0.047,0.259,0.485,"Michigan
(44.661320000317914, -84.71438999959867)"
2001,Connecticut,0.149,0.057999999999999996,0.289,0.505,"Connecticut
(41.56265999995918, -72.6498400002157)"
1996,Georgia,0.17300000000000001,0.03,0.142,0.6559999999999999,"Georgia
(32.83967999993223, -83.62758000031658)"
2002,Massachusetts,0.14400000000000002,0.045,0.29100000000000004,0.52,"Massachusetts
(42.27687000005062, -72.08269000004333)"
1996,Illinois,0.204,0.044000000000000004,0.23399999999999999,0.518,"Illinois
(40.485010000411364, -88.99770999971656)"
2008,Pennsylvania,0.156,0.057,0.253,0.5329999999999999,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
2005,Alaska,0.188,0.062,0.23800000000000002,0.512,"Alaska
(64.84507999974238, -147.72205999986895)"
2004,California,0.1,0.047,0.242,0.611,"California
(37.638300000444815, -120.99958999997835)"
1998,Virginia,0.18100000000000002,0.048,0.23199999999999998,0.539,"Virginia
(37.54268000028196, -78.45789000012326)"
1996,North Dakota,0.195,0.039,0.255,0.512,"North Dakota
(47.475320000018144, -100.11841999998285)"
1997,California,0.126,0.059000000000000004,0.26899999999999996,0.546,"California
(37.638300000444815, -120.99958999997835)"
2004,Minnesota,0.152,0.055,0.268,0.525,"Minnesota
(46.3556499998478, -94.79419999982997)"
2009,Arkansas,0.155,0.059000000000000004,0.281,0.504,"Arkansas
(34.748649999697875, -92.27448999971358)"
2008,Oregon,0.11800000000000001,0.045,0.247,0.59,"Oregon
(44.567449999917756, -120.15502999983448)"
2010,Minnesota,0.113,0.036000000000000004,0.259,0.5920000000000001,"Minnesota
(46.3556499998478, -94.79419999982997)"
2000,Wyoming,0.182,0.055999999999999994,0.251,0.511,"Wyoming
(43.23553999957147, -108.10982999975454)"
2006,Louisiana,0.177,0.057,0.201,0.564,"Louisiana
(31.31265999975932, -92.44567999993188)"
2002,Nebraska,0.17800000000000002,0.049,0.22899999999999998,0.544,"Nebraska
(41.6410400000961, -99.36572999973953)"
2000,Washington,0.14800000000000002,0.059000000000000004,0.28800000000000003,0.505,"Washington
(47.522280000022135, -120.47001000026114)"
2002,Virginia,0.19399999999999998,0.053,0.22399999999999998,0.53,"Virginia
(37.54268000028196, -78.45789000012326)"
2009,Colorado,0.121,0.05,0.255,0.574,"Colorado
(38.842890000173554, -106.13314000041055)"
1995,Alabama,0.21899999999999997,0.021,0.21100000000000002,0.5479999999999999,"Alabama
(32.840569999605975, -86.63186000013877)"
2000,Hawaii,0.158,0.039,0.242,0.562,"Hawaii
(21.304850000427336, -157.85774999956269)"
2003,Massachusetts,0.145,0.046,0.31,0.499,"Massachusetts
(42.27687000005062, -72.08269000004333)"
2002,Hawaii,0.171,0.039,0.243,0.547,"Hawaii
(21.304850000427336, -157.85774999956269)"
1999,Alabama,0.18100000000000002,0.053,0.242,0.523,"Alabama
(32.840569999605975, -86.63186000013877)"
2008,Florida,0.128,0.047,0.261,0.564,"Florida
(28.932039999846268, -81.9289599999039)"
2005,Louisiana,0.16399999999999998,0.061,0.21,0.565,"Louisiana
(31.31265999975932, -92.44567999993188)"
2001,District of Columbia,0.122,0.085,0.233,0.5589999999999999,"District of Columbia
(38.89036999987576, -77.03195999965413)"
1997,Idaho,0.156,0.043,0.243,0.5579999999999999,"Idaho
(43.682590000228515, -114.36368000023168)"
2010,Pennsylvania,0.134,0.05,0.262,0.5539999999999999,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
2004,West Virginia,0.218,0.051,0.251,0.48,"West Virginia
(38.66550999958696, -80.71263999973604)"
2000,Oregon,0.153,0.054000000000000006,0.28300000000000003,0.509,"Oregon
(44.567449999917756, -120.15502999983448)"
2005,New Jersey,0.128,0.052000000000000005,0.255,0.565,"New Jersey
(40.13056999960594, -74.2736899996936)"
2006,Arizona,0.121,0.061,0.249,0.569,"Arizona
(34.86596999961597, -111.76380999973156)"
2002,California,0.111,0.053,0.239,0.596,"California
(37.638300000444815, -120.99958999997835)"
1998,Oregon,0.163,0.048,0.27399999999999997,0.516,"Oregon
(44.567449999917756, -120.15502999983448)"
2004,Kansas,0.153,0.045,0.217,0.585,"Kansas
(38.34774000000118, -98.20077999969709)"
2004,New Jersey,0.13,0.057999999999999996,0.244,0.568,"New Jersey
(40.13056999960594, -74.2736899996936)"
2004,New York,0.142,0.057,0.242,0.5589999999999999,"New York
(42.82699999955048, -75.54396999981549)"
1996,Nevada,0.251,0.03,0.268,0.45,"Nevada
(39.49323999972637, -117.07183999971608)"
2000,Minnesota,0.152,0.045,0.231,0.5710000000000001,"Minnesota
(46.3556499998478, -94.79419999982997)"
1999,Minnesota,0.151,0.044000000000000004,0.2,0.605,"Minnesota
(46.3556499998478, -94.79419999982997)"
2004,Nevada,0.165,0.068,0.244,0.523,"Nevada
(39.49323999972637, -117.07183999971608)"
2000,Alabama,0.193,0.059000000000000004,0.24,0.508,"Alabama
(32.840569999605975, -86.63186000013877)"
1997,Ohio,0.23199999999999998,0.019,0.22699999999999998,0.522,"Ohio
(40.06020999969189, -82.40426000019869)"
1995,Arkansas,0.22699999999999998,0.023,0.235,0.515,"Arkansas
(34.748649999697875, -92.27448999971358)"
2003,North Dakota,0.161,0.044000000000000004,0.256,0.539,"North Dakota
(47.475320000018144, -100.11841999998285)"
1999,Oklahoma,0.22399999999999998,0.027999999999999997,0.187,0.561,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2002,Delaware,0.195,0.051,0.263,0.49,"Delaware
(39.00883000020451, -75.57774000040052)"
2010,New Mexico,0.114,0.071,0.247,0.569,"New Mexico
(34.52088000011207, -106.24057999976702)"
2009,North Dakota,0.134,0.052000000000000005,0.24,0.574,"North Dakota
(47.475320000018144, -100.11841999998285)"
2005,Wisconsin,0.159,0.049,0.261,0.532,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2009,Alabama,0.165,0.06,0.228,0.546,"Alabama
(32.840569999605975, -86.63186000013877)"
2000,South Dakota,0.168,0.051,0.24600000000000002,0.535,"South Dakota
(44.353130000049646, -100.37353000040906)"
2004,Maine,0.17,0.039,0.313,0.478,"Maine
(45.25423000041434, -68.9850299999344)"
1997,South Carolina,0.20199999999999999,0.032,0.2,0.5660000000000001,"South Carolina
(33.99855000018255, -81.0452500001872)"
2002,Utah,0.099,0.027999999999999997,0.171,0.701,"Utah
(39.36070000030492, -111.58712999994941)"
2002,Oregon,0.17300000000000001,0.051,0.281,0.494,"Oregon
(44.567449999917756, -120.15502999983448)"
2001,Mississippi,0.196,0.057,0.21100000000000002,0.536,"Mississippi
(32.7455100000866, -89.53803000008429)"
2003,North Carolina,0.188,0.06,0.23199999999999998,0.52,"North Carolina
(35.46624999963797, -79.1593199999179)"
2009,Indiana,0.171,0.06,0.237,0.532,"Indiana
(39.76690999989677, -86.14996000035359)"
1999,West Virginia,0.23800000000000002,0.033,0.23800000000000002,0.49,"West Virginia
(38.66550999958696, -80.71263999973604)"
2000,Idaho,0.16899999999999998,0.054000000000000006,0.24600000000000002,0.531,"Idaho
(43.682590000228515, -114.36368000023168)"
1996,Wisconsin,0.19699999999999998,0.052000000000000005,0.259,0.49200000000000005,"Wisconsin
(44.39319000021851, -89.81636999977553)"
1996,Texas,0.17,0.059000000000000004,0.212,0.5589999999999999,"Texas
(31.82724000022597, -99.42676999973554)"
2004,Oregon,0.14300000000000002,0.057999999999999996,0.247,0.5529999999999999,"Oregon
(44.567449999917756, -120.15502999983448)"
2002,Iowa,0.188,0.043,0.23399999999999999,0.534,"Iowa
(42.469390000048634, -93.81649000001335)"
2004,Mississippi,0.18100000000000002,0.065,0.193,0.562,"Mississippi
(32.7455100000866, -89.53803000008429)"
1999,Oregon,0.161,0.054000000000000006,0.281,0.505,"Oregon
(44.567449999917756, -120.15502999983448)"
2006,Maryland,0.13,0.047,0.226,0.597,"Maryland
(39.29057999976732, -76.6092600004485)"
1998,Maine,0.19399999999999998,0.028999999999999998,0.313,0.46399999999999997,"Maine
(45.25423000041434, -68.9850299999344)"
1996,Colorado,0.16699999999999998,0.061,0.242,0.531,"Colorado
(38.842890000173554, -106.13314000041055)"
1995,Wyoming,0.191,0.028999999999999998,0.268,0.512,"Wyoming
(43.23553999957147, -108.10982999975454)"
2001,Michigan,0.19699999999999998,0.059000000000000004,0.257,0.48700000000000004,"Michigan
(44.661320000317914, -84.71438999959867)"
1997,Montana,0.18,0.025,0.266,0.529,"Montana
(47.06653000015956, -109.42441999998289)"
1996,Idaho,0.168,0.044000000000000004,0.228,0.56,"Idaho
(43.682590000228515, -114.36368000023168)"
1999,North Carolina,0.21,0.042,0.23199999999999998,0.516,"North Carolina
(35.46624999963797, -79.1593199999179)"
1998,Colorado,0.171,0.057,0.243,0.529,"Colorado
(38.842890000173554, -106.13314000041055)"
2010,Rhode Island,0.109,0.048,0.284,0.5589999999999999,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2008,Virginia,0.124,0.040999999999999995,0.24,0.595,"Virginia
(37.54268000028196, -78.45789000012326)"
1998,Tennessee,0.22699999999999998,0.033,0.215,0.524,"Tennessee
(35.68094000038087, -85.77449000011325)"
2009,Wyoming,0.153,0.046,0.261,0.54,"Wyoming
(43.23553999957147, -108.10982999975454)"
1997,Iowa,0.187,0.044000000000000004,0.24,0.529,"Iowa
(42.469390000048634, -93.81649000001335)"
1995,Hawaii,0.151,0.025,0.21600000000000003,0.609,"Hawaii
(21.304850000427336, -157.85774999956269)"
2006,New Mexico,0.138,0.064,0.247,0.551,"New Mexico
(34.52088000011207, -106.24057999976702)"
2008,Nevada,0.16399999999999998,0.057999999999999996,0.251,0.527,"Nevada
(39.49323999972637, -117.07183999971608)"
1995,Idaho,0.18,0.016,0.24100000000000002,0.562,"Idaho
(43.682590000228515, -114.36368000023168)"
2007,Arizona,0.136,0.061,0.24,0.562,"Arizona
(34.86596999961597, -111.76380999973156)"
2010,Alaska,0.135,0.068,0.261,0.536,"Alaska
(64.84507999974238, -147.72205999986895)"
2010,Missouri,0.166,0.044000000000000004,0.261,0.528,"Missouri
(38.63578999960896, -92.5663000000448)"
1996,Massachusetts,0.184,0.049,0.304,0.462,"Massachusetts
(42.27687000005062, -72.08269000004333)"
1995,Vermont,0.18899999999999997,0.032,0.315,0.465,"Vermont
(43.625379999687425, -72.51764000028561)"
2007,District of Columbia,0.111,0.061,0.22399999999999998,0.604,"District of Columbia
(38.89036999987576, -77.03195999965413)"
1995,New Jersey,0.153,0.037000000000000005,0.253,0.557,"New Jersey
(40.13056999960594, -74.2736899996936)"
2004,North Dakota,0.14800000000000002,0.051,0.23600000000000002,0.565,"North Dakota
(47.475320000018144, -100.11841999998285)"
2001,Arizona,0.155,0.06,0.254,0.53,"Arizona
(34.86596999961597, -111.76380999973156)"
1997,Michigan,0.212,0.048,0.25,0.489,"Michigan
(44.661320000317914, -84.71438999959867)"
1995,Illinois,0.19899999999999998,0.028999999999999998,0.237,0.534,"Illinois
(40.485010000411364, -88.99770999971656)"
2005,North Dakota,0.15,0.052000000000000005,0.255,0.544,"North Dakota
(47.475320000018144, -100.11841999998285)"
2010,Washington,0.11,0.042,0.255,0.593,"Washington
(47.522280000022135, -120.47001000026114)"
2008,Michigan,0.15,0.055,0.255,0.541,"Michigan
(44.661320000317914, -84.71438999959867)"
1995,Texas,0.19899999999999998,0.036000000000000004,0.237,0.528,"Texas
(31.82724000022597, -99.42676999973554)"
2007,Ohio,0.177,0.054000000000000006,0.248,0.521,"Ohio
(40.06020999969189, -82.40426000019869)"
2010,Georgia,0.128,0.048,0.231,0.593,"Georgia
(32.83967999993223, -83.62758000031658)"
2005,Oklahoma,0.19,0.06,0.24,0.509,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2002,South Dakota,0.175,0.051,0.22399999999999998,0.55,"South Dakota
(44.353130000049646, -100.37353000040906)"
1998,Ohio,0.21600000000000003,0.045,0.23600000000000002,0.503,"Ohio
(40.06020999969189, -82.40426000019869)"
2003,Nevada,0.203,0.049,0.252,0.49700000000000005,"Nevada
(39.49323999972637, -117.07183999971608)"
2002,Mississippi,0.214,0.059000000000000004,0.2,0.527,"Mississippi
(32.7455100000866, -89.53803000008429)"
1995,Michigan,0.215,0.040999999999999995,0.28300000000000003,0.462,"Michigan
(44.661320000317914, -84.71438999959867)"
2006,Washington,0.12300000000000001,0.047,0.264,0.5660000000000001,"Washington
(47.522280000022135, -120.47001000026114)"
2007,Oregon,0.131,0.038,0.282,0.5489999999999999,"Oregon
(44.567449999917756, -120.15502999983448)"
2007,Texas,0.13,0.064,0.207,0.6,"Texas
(31.82724000022597, -99.42676999973554)"
2000,Oklahoma,0.198,0.035,0.193,0.574,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2009,South Carolina,0.146,0.057,0.245,0.552,"South Carolina
(33.99855000018255, -81.0452500001872)"
1996,South Dakota,0.179,0.027999999999999997,0.252,0.541,"South Dakota
(44.353130000049646, -100.37353000040906)"
2009,New Hampshire,0.113,0.045,0.294,0.5489999999999999,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2009,Wisconsin,0.126,0.061,0.26899999999999996,0.5429999999999999,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2000,West Virginia,0.231,0.03,0.253,0.485,"West Virginia
(38.66550999958696, -80.71263999973604)"
2006,Kentucky,0.243,0.043,0.243,0.47200000000000003,"Kentucky
(37.645969999815804, -84.77496999996538)"
2008,South Carolina,0.14400000000000002,0.055999999999999994,0.252,0.547,"South Carolina
(33.99855000018255, -81.0452500001872)"
2006,California,0.094,0.055,0.242,0.608,"California
(37.638300000444815, -120.99958999997835)"
2003,Maine,0.19699999999999998,0.039,0.311,0.452,"Maine
(45.25423000041434, -68.9850299999344)"
1997,Kentucky,0.276,0.031,0.235,0.45799999999999996,"Kentucky
(37.645969999815804, -84.77496999996538)"
2008,Washington,0.11699999999999999,0.04,0.267,0.5760000000000001,"Washington
(47.522280000022135, -120.47001000026114)"
1995,Tennessee,0.242,0.019,0.198,0.541,"Tennessee
(35.68094000038087, -85.77449000011325)"
1997,Utah,0.111,0.026000000000000002,0.172,0.69,"Utah
(39.36070000030492, -111.58712999994941)"
2003,Kansas,0.163,0.040999999999999995,0.23,0.5660000000000001,"Kansas
(38.34774000000118, -98.20077999969709)"
1998,Kansas,0.174,0.037000000000000005,0.218,0.5710000000000001,"Kansas
(38.34774000000118, -98.20077999969709)"
1997,Delaware,0.223,0.043,0.265,0.469,"Delaware
(39.00883000020451, -75.57774000040052)"
2006,New Jersey,0.12300000000000001,0.057,0.24100000000000002,0.579,"New Jersey
(40.13056999960594, -74.2736899996936)"
2001,Virginia,0.179,0.047,0.247,0.528,"Virginia
(37.54268000028196, -78.45789000012326)"
1997,North Dakota,0.19699999999999998,0.026000000000000002,0.244,0.5329999999999999,"North Dakota
(47.475320000018144, -100.11841999998285)"
1998,Idaho,0.158,0.045,0.252,0.546,"Idaho
(43.682590000228515, -114.36368000023168)"
2005,Kentucky,0.235,0.052000000000000005,0.24,0.473,"Kentucky
(37.645969999815804, -84.77496999996538)"
1996,South Carolina,0.214,0.03,0.20199999999999999,0.5529999999999999,"South Carolina
(33.99855000018255, -81.0452500001872)"
2005,Virginia,0.153,0.053,0.24100000000000002,0.552,"Virginia
(37.54268000028196, -78.45789000012326)"
2009,Nevada,0.158,0.063,0.265,0.514,"Nevada
(39.49323999972637, -117.07183999971608)"
1998,South Dakota,0.22,0.052000000000000005,0.204,0.524,"South Dakota
(44.353130000049646, -100.37353000040906)"
2002,New York,0.16899999999999998,0.054000000000000006,0.25,0.527,"New York
(42.82699999955048, -75.54396999981549)"
2002,Rhode Island,0.175,0.049,0.29600000000000004,0.48,"Rhode Island
(41.70828000002217, -71.5224700001902)"
1996,District of Columbia,0.149,0.055999999999999994,0.17800000000000002,0.617,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2001,South Carolina,0.193,0.067,0.213,0.526,"South Carolina
(33.99855000018255, -81.0452500001872)"
2007,Florida,0.14300000000000002,0.05,0.262,0.545,"Florida
(28.932039999846268, -81.9289599999039)"
