GeoType,Geography,Label,Lower CL,Percent,Program,RSE,SubPop Group,Subpop,TimePeriod,Upper CL,Years
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.1,3.4,Tobacco,19.8,<14 days of poor physical health in the past month,Physical Health Status,1-year,4.7,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,,American Indian or Alaskan Native,Race,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,67.7,Asian,Race,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,100.8,Black or African American,Race,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,44.6,Hispanic,Race,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,93.1,Multiracial,Race,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,,Native Hawaiian or other Pacific Islander,Race,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,79.7,Other race,Race,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2,3.2,Tobacco,19.5,White,Race,1-year,4.5,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.5,3.4,Tobacco,28.4,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,5.3,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.9,3.4,Tobacco,22.6,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,4.9,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.9,3.2,Tobacco,21.1,Female,Sex,1-year,4.6,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.8,3.6,Tobacco,25.6,Male,Sex,1-year,5.5,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.2,3.4,Tobacco,18.3,Heterosexual,Sexual Orientation,1-year,4.6,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,85.6,"Lesbian, gay or bisexual",Sexual Orientation,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.6,4.1,Tobacco,18.5,Non Veteran,Veteran Status,1-year,5.6,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,32.8,Veteran,Veteran Status,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),,,Tobacco,33.1,Normal or underweight,Weight Status,1-year,,2011
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.8,3.1,Tobacco,22.1,Overweight or obese,Weight Status,1-year,4.5,2011
State,State,Tried to quit smoking in the past year,55.3,68.3,Tobacco,9.7,Age 18 to 24,Age,1-year,81.4,2011
State,State,Tried to quit smoking in the past year,57.9,66.1,Tobacco,6.3,Age 25 to 34,Age,1-year,74.2,2011
State,State,Tried to quit smoking in the past year,49.5,57.8,Tobacco,7.4,Age 35 to 44,Age,1-year,66.2,2011
State,State,Tried to quit smoking in the past year,48.2,55.6,Tobacco,6.8,Age 45 to 54,Age,1-year,63.1,2011
State,State,Tried to quit smoking in the past year,52.7,59,Tobacco,5.5,Age 55 to 64,Age,1-year,65.3,2011
State,State,Tried to quit smoking in the past year,40.6,48.9,Tobacco,8.7,Age 65 or older,Age,1-year,57.2,2011
State,State,Tried to quit smoking in the past year,50.3,57.3,Tobacco,6.3,"$35,000 to $74,999",Annual Household Income (V1),1-year,64.4,2011
State,State,Tried to quit smoking in the past year,41.1,51.2,Tobacco,10,"$75,000 or more",Annual Household Income (V1),1-year,61.2,2011
State,State,Tried to quit smoking in the past year,61.1,66.2,Tobacco,3.9,"Less than $35,000",Annual Household Income (V1),1-year,71.3,2011
State,State,Tried to quit smoking in the past year,59.3,66.2,Tobacco,5.3,"$25,000 to <$50,000",Annual Household Income (V2),1-year,73.1,2011
State,State,Tried to quit smoking in the past year,40.1,49.9,Tobacco,10,"$50,000 to <$75,000",Annual Household Income (V2),1-year,59.7,2011
State,State,Tried to quit smoking in the past year,41.1,51.2,Tobacco,10,"$75,000+",Annual Household Income (V2),1-year,61.2,2011
State,State,Tried to quit smoking in the past year,59.6,65.4,Tobacco,4.5,"Less than $25,000",Annual Household Income (V2),1-year,71.3,2011
State,State,Tried to quit smoking in the past year,54.4,58.8,Tobacco,3.9,Does not have arthritis,Arthritis Status,1-year,63.3,2011
State,State,Tried to quit smoking in the past year,58.6,64.9,Tobacco,5,Has arthritis,Arthritis Status,1-year,71.3,2011
State,State,Tried to quit smoking in the past year,52.3,62.5,Tobacco,8.3,Currently has asthma,Asthma Status,1-year,72.7,2011
State,State,Tried to quit smoking in the past year,55.9,59.8,Tobacco,3.4,Does not currently have asthma,Asthma Status,1-year,63.8,2011
State,State,Tried to quit smoking in the past year,55.2,62.4,Tobacco,5.9,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,69.7,2011
State,State,Tried to quit smoking in the past year,55.8,60,Tobacco,3.6,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,64.3,2011
State,State,Tried to quit smoking in the past year,60.8,66.7,Tobacco,4.5,Children in household,Children In Household,1-year,72.7,2011
State,State,Tried to quit smoking in the past year,51.7,56.3,Tobacco,4.2,No children in household,Children In Household,1-year,60.9,2011
State,State,Tried to quit smoking in the past year,56.7,60.4,Tobacco,3.1,Current smoker,Current Cigarette Smoking,1-year,64,2011
State,State,Tried to quit smoking in the past year,50.6,56.2,Tobacco,5.1,Living with a disability,Disability Status,1-year,61.9,2011
State,State,Tried to quit smoking in the past year,58.3,63.2,Tobacco,3.9,Not living with a disability,Disability Status,1-year,68,2011
State,State,Tried to quit smoking in the past year,56.4,60.8,Tobacco,3.6,"Excellent, very good or good health",General Health Status,1-year,65.1,2011
State,State,Tried to quit smoking in the past year,52.3,59.2,Tobacco,5.9,Fair or poor health,General Health Status,1-year,66.1,2011
State,State,Tried to quit smoking in the past year,52,58.8,Tobacco,5.9,Does not have a personal doctor,Has A Personal Doctor,1-year,65.5,2011
State,State,Tried to quit smoking in the past year,57.1,61.4,Tobacco,3.5,Has personal doctor,Has A Personal Doctor,1-year,65.6,2011
State,State,Tried to quit smoking in the past year,55,59.1,Tobacco,3.6,Has health insurance,Health Care Coverage Status,1-year,63.3,2011
State,State,Tried to quit smoking in the past year,55.7,63.1,Tobacco,6,No health insurance,Health Care Coverage Status,1-year,70.5,2011
State,State,Tried to quit smoking in the past year,48.3,57.7,Tobacco,8.2,College graduate,Level Of Education (Age 25+),1-year,67,2011
State,State,Tried to quit smoking in the past year,53.5,59.1,Tobacco,4.8,High graduate or less,Level Of Education (Age 25+),1-year,64.7,2011
State,State,Tried to quit smoking in the past year,54.3,60.3,Tobacco,5.1,Some college or technical school,Level Of Education (Age 25+),1-year,66.3,2011
State,State,Tried to quit smoking in the past year,54.7,59.4,Tobacco,4.1,Owns home,Living Arrangement,1-year,64.1,2011
State,State,Tried to quit smoking in the past year,55.4,61.2,Tobacco,4.9,Rents home,Living Arrangement,1-year,67.1,2011
State,State,Tried to quit smoking in the past year,55.6,60.6,Tobacco,4.2,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,65.6,2011
State,State,Tried to quit smoking in the past year,54,64.8,Tobacco,8.5,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,75.7,2011
State,State,Tried to quit smoking in the past year,54,61.7,Tobacco,6.4,14+ days of poor mental health in the past month,Mental Health Status,1-year,69.4,2011
State,State,Tried to quit smoking in the past year,55.6,59.8,Tobacco,3.6,<14 days of poor mental health in the past month,Mental Health Status,1-year,64,2011
State,State,Tried to quit smoking in the past year,56.7,60.4,Tobacco,3.1,OVERALL,Overall,1-year,64,2011
State,State,Tried to quit smoking in the past year,57,64.9,Tobacco,6.2,14+ days of poor physical health in the past month,Physical Health Status,1-year,72.9,2011
State,State,Tried to quit smoking in the past year,55.4,59.5,Tobacco,3.5,<14 days of poor physical health in the past month,Physical Health Status,1-year,63.6,2011
State,State,Tried to quit smoking in the past year,59.6,74.4,Tobacco,10.2,American Indian or Alaskan Native,Race,1-year,89.2,2011
State,State,Tried to quit smoking in the past year,29,57.2,Tobacco,25.2,Asian,Race,1-year,85.5,2011
State,State,Tried to quit smoking in the past year,51.4,69.5,Tobacco,13.3,Black or African American,Race,1-year,87.7,2011
State,State,Tried to quit smoking in the past year,64.2,76.1,Tobacco,8,Hispanic,Race,1-year,88,2011
State,State,Tried to quit smoking in the past year,42.6,59.1,Tobacco,14.2,Multiracial,Race,1-year,75.6,2011
State,State,Tried to quit smoking in the past year,43,77.6,Tobacco,22.8,Native Hawaiian or other Pacific Islander,Race,1-year,100,2011
State,State,Tried to quit smoking in the past year,,,Tobacco,30.8,Other race,Race,1-year,,2011
State,State,Tried to quit smoking in the past year,54,58.1,Tobacco,3.6,White,Race,1-year,62.2,2011
State,State,Tried to quit smoking in the past year,56.8,62.2,Tobacco,4.5,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,67.7,2011
State,State,Tried to quit smoking in the past year,54.7,59.8,Tobacco,4.3,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,64.9,2011
State,State,Tried to quit smoking in the past year,54.7,59.7,Tobacco,4.2,Female,Sex,1-year,64.6,2011
State,State,Tried to quit smoking in the past year,55.7,61,Tobacco,4.4,Male,Sex,1-year,66.3,2011
State,State,Tried to quit smoking in the past year,57.6,61.4,Tobacco,3.2,Heterosexual,Sexual Orientation,1-year,65.3,2011
State,State,Tried to quit smoking in the past year,41.1,58.6,Tobacco,15.3,"Lesbian, gay or bisexual",Sexual Orientation,1-year,76.2,2011
State,State,Tried to quit smoking in the past year,56.2,60.2,Tobacco,3.4,Non Veteran,Veteran Status,1-year,64.2,2011
State,State,Tried to quit smoking in the past year,52.7,61.6,Tobacco,7.3,Veteran,Veteran Status,1-year,70.4,2011
State,State,Tried to quit smoking in the past year,50.7,56.8,Tobacco,5.5,Normal or underweight,Weight Status,1-year,62.9,2011
State,State,Tried to quit smoking in the past year,58.6,63.3,Tobacco,3.8,Overweight or obese,Weight Status,1-year,68,2011
State,State,Current cigarette smoking,11.9,14.7,Tobacco,9.9,Age 18 to 24,Age,1-year,17.5,2012
State,State,Current cigarette smoking,21.9,24.8,Tobacco,5.8,Age 25 to 34,Age,1-year,27.6,2012
State,State,Current cigarette smoking,15.8,18.2,Tobacco,6.8,Age 35 to 44,Age,1-year,20.6,2012
State,State,Current cigarette smoking,18,20.1,Tobacco,5.4,Age 45 to 54,Age,1-year,22.2,2012
State,State,Current cigarette smoking,14.2,15.9,Tobacco,5.3,Age 55 to 64,Age,1-year,17.5,2012
State,State,Current cigarette smoking,6.5,7.4,Tobacco,6.5,Age 65 or older,Age,1-year,8.4,2012
State,State,Current cigarette smoking,13.9,15.6,Tobacco,5.3,"$35,000 to $74,999",Annual Household Income (V1),1-year,17.2,2012
State,State,Current cigarette smoking,8.2,9.5,Tobacco,7.1,"$75,000 or more",Annual Household Income (V1),1-year,10.8,2012
State,State,Current cigarette smoking,23.4,25.3,Tobacco,3.9,"Less than $35,000",Annual Household Income (V1),1-year,27.2,2012
State,State,Current cigarette smoking,16.7,18.6,Tobacco,5.3,"$25,000 to <$50,000",Annual Household Income (V2),1-year,20.6,2012
State,State,Current cigarette smoking,13.2,15.5,Tobacco,7.6,"$50,000 to <$75,000",Annual Household Income (V2),1-year,17.8,2012
State,State,Current cigarette smoking,8.2,9.5,Tobacco,7.1,"$75,000+",Annual Household Income (V2),1-year,10.8,2012
State,State,Current cigarette smoking,24.2,26.5,Tobacco,4.5,"Less than $25,000",Annual Household Income (V2),1-year,28.9,2012
State,State,Current cigarette smoking,15.3,16.3,Tobacco,3.3,Does not have arthritis,Arthritis Status,1-year,17.4,2012
State,State,Current cigarette smoking,17.1,18.9,Tobacco,4.6,Has arthritis,Arthritis Status,1-year,20.6,2012
State,State,Current cigarette smoking,20,23.2,Tobacco,7.2,Currently has asthma,Asthma Status,1-year,26.5,2012
State,State,Current cigarette smoking,15.3,16.3,Tobacco,2.9,Does not currently have asthma,Asthma Status,1-year,17.2,2012
State,State,Current cigarette smoking,29.5,32.4,Tobacco,4.6,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,35.2,2012
State,State,Current cigarette smoking,12.7,13.6,Tobacco,3.4,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,14.5,2012
State,State,Current cigarette smoking,16,17.7,Tobacco,4.8,Children in household,Children In Household,1-year,19.4,2012
State,State,Current cigarette smoking,15.6,16.7,Tobacco,3.2,No children in household,Children In Household,1-year,17.7,2012
State,State,Current cigarette smoking,22,23.9,Tobacco,4.1,Living with a disability,Disability Status,1-year,25.8,2012
State,State,Current cigarette smoking,13.6,14.6,Tobacco,3.5,Not living with a disability,Disability Status,1-year,15.6,2012
State,State,Current cigarette smoking,13.7,14.7,Tobacco,3.2,"Excellent, very good or good health",General Health Status,1-year,15.6,2012
State,State,Current cigarette smoking,26.3,29,Tobacco,4.8,Fair or poor health,General Health Status,1-year,31.7,2012
State,State,Current cigarette smoking,23.9,26.3,Tobacco,4.7,Does not have a personal doctor,Has A Personal Doctor,1-year,28.7,2012
State,State,Current cigarette smoking,13.3,14.2,Tobacco,3.3,Has personal doctor,Has A Personal Doctor,1-year,15.1,2012
State,State,Current cigarette smoking,14.1,15,Tobacco,3.2,Has health insurance,Health Care Coverage Status,1-year,16,2012
State,State,Current cigarette smoking,23.5,26.3,Tobacco,5.3,No health insurance,Health Care Coverage Status,1-year,29,2012
State,State,Current cigarette smoking,6.1,7,Tobacco,6.6,College graduate,Level Of Education (Age 25+),1-year,7.9,2012
State,State,Current cigarette smoking,24.6,26.7,Tobacco,4,High graduate or less,Level Of Education (Age 25+),1-year,28.8,2012
State,State,Current cigarette smoking,16.2,17.7,Tobacco,4.5,Some college or technical school,Level Of Education (Age 25+),1-year,19.3,2012
State,State,Current cigarette smoking,11.4,12.3,Tobacco,4,Owns home,Living Arrangement,1-year,13.3,2012
State,State,Current cigarette smoking,26,28.2,Tobacco,3.8,Rents home,Living Arrangement,1-year,30.3,2012
State,State,Current cigarette smoking,13.8,14.7,Tobacco,3.2,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,15.6,2012
State,State,Current cigarette smoking,38.3,43,Tobacco,5.6,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,47.7,2012
State,State,Current cigarette smoking,30.6,34.2,Tobacco,5.3,14+ days of poor mental health in the past month,Mental Health Status,1-year,37.7,2012
State,State,Current cigarette smoking,13.9,14.8,Tobacco,3.1,<14 days of poor mental health in the past month,Mental Health Status,1-year,15.7,2012
State,State,Current cigarette smoking,16.1,17,Tobacco,2.7,OVERALL,Overall,1-year,17.9,2012
State,State,Current cigarette smoking,25.8,29,Tobacco,5.6,14+ days of poor physical health in the past month,Physical Health Status,1-year,32.2,2012
State,State,Current cigarette smoking,14.6,15.5,Tobacco,3.1,<14 days of poor physical health in the past month,Physical Health Status,1-year,16.4,2012
State,State,Current cigarette smoking,22.7,32.8,Tobacco,15.7,American Indian or Alaskan Native,Race,1-year,43,2012
State,State,Current cigarette smoking,6.8,10.8,Tobacco,19.1,Asian,Race,1-year,14.8,2012
State,State,Current cigarette smoking,12.8,18.8,Tobacco,16.3,Black or African American,Race,1-year,24.8,2012
State,State,Current cigarette smoking,10.2,13.4,Tobacco,12.1,Hispanic,Race,1-year,16.6,2012
State,State,Current cigarette smoking,22.1,29.8,Tobacco,13.3,Multiracial,Race,1-year,37.6,2012
State,State,Current cigarette smoking,15,28.2,Tobacco,24,Native Hawaiian or other Pacific Islander,Race,1-year,41.5,2012
State,State,Current cigarette smoking,14.4,21.9,Tobacco,17.5,Other race,Race,1-year,29.4,2012
State,State,Current cigarette smoking,16.3,17.3,Tobacco,2.9,White,Race,1-year,18.3,2012
State,State,Current cigarette smoking,20.4,22,Tobacco,3.9,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,23.7,2012
State,State,Current cigarette smoking,12.2,13.2,Tobacco,3.8,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,14.2,2012
State,State,Current cigarette smoking,14.4,15.5,Tobacco,3.8,Female,Sex,1-year,16.7,2012
State,State,Current cigarette smoking,17.1,18.5,Tobacco,3.8,Male,Sex,1-year,19.9,2012
State,State,Current cigarette smoking,15.5,16.4,Tobacco,2.9,Heterosexual,Sexual Orientation,1-year,17.4,2012
State,State,Current cigarette smoking,25.9,32.6,Tobacco,10.6,"Lesbian, gay or bisexual",Sexual Orientation,1-year,39.4,2012
State,State,Current cigarette smoking,16.1,17.1,Tobacco,2.9,Non Veteran,Veteran Status,1-year,18.1,2012
State,State,Current cigarette smoking,14.3,16.5,Tobacco,7,Veteran,Veteran Status,1-year,18.8,2012
State,State,Current cigarette smoking,15.7,17.2,Tobacco,4.4,Normal or underweight,Weight Status,1-year,18.7,2012
State,State,Current cigarette smoking,16,17.2,Tobacco,3.5,Overweight or obese,Weight Status,1-year,18.4,2012
State,State,Current smokeless tobacco use,3.2,4.9,Tobacco,17.8,Age 18 to 24,Age,1-year,6.6,2012
State,State,Current smokeless tobacco use,4.5,6,Tobacco,12.7,Age 25 to 34,Age,1-year,7.5,2012
State,State,Current smokeless tobacco use,4,5.3,Tobacco,12,Age 35 to 44,Age,1-year,6.5,2012
State,State,Current smokeless tobacco use,2.4,3.4,Tobacco,14.1,Age 45 to 54,Age,1-year,4.3,2012
State,State,Current smokeless tobacco use,0.9,1.4,Tobacco,18.3,Age 55 to 64,Age,1-year,1.9,2012
State,State,Current smokeless tobacco use,0.7,1.1,Tobacco,16.3,Age 65 or older,Age,1-year,1.4,2012
State,State,Current smokeless tobacco use,3.3,4.2,Tobacco,10.5,"$35,000 to $74,999",Annual Household Income (V1),1-year,5,2012
State,State,Current smokeless tobacco use,2.3,3,Tobacco,12,"$75,000 or more",Annual Household Income (V1),1-year,3.7,2012
State,State,Current smokeless tobacco use,3,3.9,Tobacco,12.2,"Less than $35,000",Annual Household Income (V1),1-year,4.8,2012
State,State,Current smokeless tobacco use,2.5,3.4,Tobacco,13.7,"$25,000 to <$50,000",Annual Household Income (V2),1-year,4.4,2012
State,State,Current smokeless tobacco use,3.3,4.6,Tobacco,13.5,"$50,000 to <$75,000",Annual Household Income (V2),1-year,5.8,2012
State,State,Current smokeless tobacco use,2.3,3,Tobacco,12,"$75,000+",Annual Household Income (V2),1-year,3.7,2012
State,State,Current smokeless tobacco use,3,4.2,Tobacco,14.2,"Less than $25,000",Annual Household Income (V2),1-year,5.4,2012
State,State,Current smokeless tobacco use,3.3,3.9,Tobacco,7.2,Does not have arthritis,Arthritis Status,1-year,4.4,2012
State,State,Current smokeless tobacco use,2.2,2.9,Tobacco,12.8,Has arthritis,Arthritis Status,1-year,3.6,2012
State,State,Current smokeless tobacco use,2.2,3.7,Tobacco,20.9,Currently has asthma,Asthma Status,1-year,5.2,2012
State,State,Current smokeless tobacco use,3.1,3.6,Tobacco,6.6,Does not currently have asthma,Asthma Status,1-year,4.1,2012
State,State,Current smokeless tobacco use,6.5,8.2,Tobacco,10.4,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,9.8,2012
State,State,Current smokeless tobacco use,2.2,2.7,Tobacco,8.1,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,3.1,2012
State,State,Current smokeless tobacco use,3.6,4.4,Tobacco,9.3,Children in household,Children In Household,1-year,5.2,2012
State,State,Current smokeless tobacco use,2.7,3.2,Tobacco,8.6,No children in household,Children In Household,1-year,3.7,2012
State,State,Current smokeless tobacco use,6.2,7.8,Tobacco,10.4,Current smoker,Current Cigarette Smoking,1-year,9.4,2012
State,State,Current smokeless tobacco use,2.3,2.8,Tobacco,7.9,Never or former smoker,Current Cigarette Smoking,1-year,3.2,2012
State,State,Current smokeless tobacco use,2.4,3.2,Tobacco,12.3,Living with a disability,Disability Status,1-year,3.9,2012
State,State,Current smokeless tobacco use,3.3,3.8,Tobacco,7.3,Not living with a disability,Disability Status,1-year,4.3,2012
State,State,Current smokeless tobacco use,3.3,3.8,Tobacco,6.8,"Excellent, very good or good health",General Health Status,1-year,4.3,2012
State,State,Current smokeless tobacco use,1.9,2.9,Tobacco,16.4,Fair or poor health,General Health Status,1-year,3.8,2012
State,State,Current smokeless tobacco use,4.5,5.8,Tobacco,10.8,Does not have a personal doctor,Has A Personal Doctor,1-year,7,2012
State,State,Current smokeless tobacco use,2.5,2.9,Tobacco,7.8,Has personal doctor,Has A Personal Doctor,1-year,3.4,2012
State,State,Current smokeless tobacco use,2.8,3.3,Tobacco,7.1,Has health insurance,Health Care Coverage Status,1-year,3.7,2012
State,State,Current smokeless tobacco use,3.9,5.3,Tobacco,13.2,No health insurance,Health Care Coverage Status,1-year,6.7,2012
State,State,Current smokeless tobacco use,1.7,2.2,Tobacco,11.9,College graduate,Level Of Education (Age 25+),1-year,2.8,2012
State,State,Current smokeless tobacco use,3.7,4.7,Tobacco,10.5,High graduate or less,Level Of Education (Age 25+),1-year,5.7,2012
State,State,Current smokeless tobacco use,2.6,3.4,Tobacco,11.7,Some college or technical school,Level Of Education (Age 25+),1-year,4.1,2012
State,State,Current smokeless tobacco use,2.4,2.9,Tobacco,8.3,Owns home,Living Arrangement,1-year,3.4,2012
State,State,Current smokeless tobacco use,4,5,Tobacco,10.7,Rents home,Living Arrangement,1-year,6.1,2012
State,State,Current smokeless tobacco use,2.8,3.2,Tobacco,7.1,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,3.7,2012
State,State,Current smokeless tobacco use,4.5,7,Tobacco,18.6,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,9.6,2012
State,State,Current smokeless tobacco use,3,4.7,Tobacco,18.8,14+ days of poor mental health in the past month,Mental Health Status,1-year,6.4,2012
State,State,Current smokeless tobacco use,3,3.5,Tobacco,6.7,<14 days of poor mental health in the past month,Mental Health Status,1-year,3.9,2012
State,State,Current smokeless tobacco use,3.2,3.6,Tobacco,6.3,OVERALL,Overall,1-year,4.1,2012
State,State,Current smokeless tobacco use,2.6,4,Tobacco,18.2,14+ days of poor physical health in the past month,Physical Health Status,1-year,5.4,2012
State,State,Current smokeless tobacco use,3.1,3.6,Tobacco,6.8,<14 days of poor physical health in the past month,Physical Health Status,1-year,4,2012
State,State,Current smokeless tobacco use,,,Tobacco,33.9,American Indian or Alaskan Native,Race,1-year,,2012
State,State,Current smokeless tobacco use,,,Tobacco,37,Asian,Race,1-year,,2012
State,State,Current smokeless tobacco use,,,Tobacco,41.8,Black or African American,Race,1-year,,2012
State,State,Current smokeless tobacco use,,,Tobacco,40.4,Hispanic,Race,1-year,,2012
State,State,Current smokeless tobacco use,,,Tobacco,43.2,Multiracial,Race,1-year,,2012
State,State,Current smokeless tobacco use,,,Tobacco,98.7,Native Hawaiian or other Pacific Islander,Race,1-year,,2012
State,State,Current smokeless tobacco use,,,Tobacco,51.8,Other race,Race,1-year,,2012
State,State,Current smokeless tobacco use,3.5,4.1,Tobacco,6.7,White,Race,1-year,4.6,2012
State,State,Current smokeless tobacco use,3.8,4.7,Tobacco,9.2,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,5.5,2012
State,State,Current smokeless tobacco use,2.4,2.9,Tobacco,8.9,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,3.4,2012
State,State,Current smokeless tobacco use,0.4,0.7,Tobacco,21.1,Female,Sex,1-year,1,2012
State,State,Current smokeless tobacco use,5.8,6.6,Tobacco,6.5,Male,Sex,1-year,7.4,2012
State,State,Current smokeless tobacco use,3.2,3.7,Tobacco,6.5,Heterosexual,Sexual Orientation,1-year,4.1,2012
State,State,Current smokeless tobacco use,,,Tobacco,55.4,"Lesbian, gay or bisexual",Sexual Orientation,1-year,,2012
State,State,Current smokeless tobacco use,2.9,3.4,Tobacco,7.2,Non Veteran,Veteran Status,1-year,3.8,2012
State,State,Current smokeless tobacco use,4,5.4,Tobacco,13,Veteran,Veteran Status,1-year,6.8,2012
State,State,Current smokeless tobacco use,2.6,3.3,Tobacco,11.5,Normal or underweight,Weight Status,1-year,4.1,2012
State,State,Current smokeless tobacco use,3.4,4,Tobacco,7.6,Overweight or obese,Weight Status,1-year,4.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),13.6,27.1,Tobacco,25.3,Age 18 to 24,Age,1-year,40.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),5.7,10.5,Tobacco,23.4,Age 25 to 34,Age,1-year,15.4,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),5.3,8.5,Tobacco,18.9,Age 35 to 44,Age,1-year,11.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.5,3.2,Tobacco,27.2,Age 45 to 54,Age,1-year,5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.2,2.4,Tobacco,24,Age 55 to 64,Age,1-year,3.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),0.4,0.9,Tobacco,28.1,Age 65 or older,Age,1-year,1.4,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2,3.3,Tobacco,20.5,"$35,000 to $74,999",Annual Household Income (V1),1-year,4.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.3,5,Tobacco,17.3,"$75,000 or more",Annual Household Income (V1),1-year,6.7,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.4,5.5,Tobacco,19.4,"Less than $35,000",Annual Household Income (V1),1-year,7.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.6,4.7,Tobacco,22.6,"$25,000 to <$50,000",Annual Household Income (V2),1-year,6.8,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.3,3.1,Tobacco,29.7,"$50,000 to <$75,000",Annual Household Income (V2),1-year,5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.3,5,Tobacco,17.3,"$75,000+",Annual Household Income (V2),1-year,6.7,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.7,4.9,Tobacco,23.2,"Less than $25,000",Annual Household Income (V2),1-year,7.1,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),4.4,5.7,Tobacco,11.8,Does not have arthritis,Arthritis Status,1-year,7,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),1.5,2.6,Tobacco,20.8,Has arthritis,Arthritis Status,1-year,3.6,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3,6.7,Tobacco,28.5,Currently has asthma,Asthma Status,1-year,10.5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.4,4.4,Tobacco,11,Does not currently have asthma,Asthma Status,1-year,5.3,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.4,6.2,Tobacco,23,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,8.9,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.1,4,Tobacco,12.1,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,5,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),5.6,8,Tobacco,15.5,Children in household,Children In Household,1-year,10.4,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),2.4,3.3,Tobacco,13.8,No children in household,Children In Household,1-year,4.2,2012
State,State,Had their last cigarette 6 to 12 months ago (among former smokers),3.7,4.6,Tobacco,10.3,Never or former smoker,Current Cigarette Smoking,1-year,5.5,2012
